SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A55_06527-T1	B0A55_11085-T1	1108	0.002293	0.022259	0.103033	436.806833	91.193167	4.600000	0.017225	177
B0A55_08905-T1	B0A55_12136-T1	1228	0.015702	0.225479	0.069640	515.036213	111.963787	1.422395	0.159487	283
B0A55_06910-T1	B0A55_09303-T1	1298	0.040907	0.308559	0.132574	880.781682	193.218318	3.567069	0.267177	792
B0A55_00303-T1	B0A55_00306-T1	2114	0.030448	0.278098	0.109486	938.775780	267.224220	4.005526	0.255966	589
B0A55_00305-T1	B0A55_00309-T1	3546	0.019035	0.104767	0.181689	1277.606123	363.393877	4.465427	0.114060	547
B0A55_00313-T1	B0A55_13129-T1	2288	0.013807	0.123758	0.111567	877.184773	169.815227	2.177591	0.094921	350
B0A55_05221-T1	B0A55_13381-T1	2684	0.013370	0.165293	0.080889	1094.598277	288.401723	2.237368	0.135154	623
B0A55_05222-T1	B0A55_13380-T1	1993	0.016099	0.128850	0.124946	701.237159	237.762841	2.373103	0.133946	321
B0A55_05235-T1	B0A55_09567-T1	661	0.004052	0.188837	0.021457	247.574929	61.425071	2.527421	0.122354	103
B0A55_05236-T1	B0A55_09566-T1	2312	0.009444	0.195895	0.048211	853.475033	193.524967	8.146838	0.131722	351
B0A55_12155-T1	B0A55_13784-T1	236	0.815141	2.811758	0.289904	574.691322	178.308678	1.486691	3.863806	290
B0A55_06714-T1	B0A55_12467-T1	704	0.000000	0.049427	0.000010	264.188324	41.811676	4.600000	0.020261	102
B0A55_11242-T1	B0A55_12468-T1	1478	0.007788	0.184699	0.042168	774.454057	260.545943	1.411186	0.156969	705
B0A55_11243-T1	B0A55_12469-T1	1185	0.005990	0.113499	0.052780	419.259742	129.740258	2.578089	0.094191	185
B0A55_11244-T1	B0A55_12796-T1	1766	0.042689	0.157595	0.270875	675.272202	212.727798	1.903042	0.210647	298
B0A55_05729-T1	B0A55_13376-T1	1438	0.001549	0.083785	0.018487	646.383855	205.616145	11.550881	0.064186	484
B0A55_08967-T1	B0A55_11932-T1	3525	0.003106	0.025236	0.123079	1291.035252	322.964748	5.478877	0.022603	538
B0A55_01904-T1	B0A55_07906-T1	1157	0.363343	4.136942	0.087829	1122.380788	248.619212	1.087282	3.142959	694
B0A55_09709-T1	B0A55_11636-T1	2175	0.015005	0.090426	0.165934	875.296458	285.703542	2.423158	0.100694	567
B0A55_11195-T1	B0A55_11633-T1	1034	0.000000	0.047175	0.000010	437.165431	87.834569	4.600000	0.023677	241
B0A55_02549-T1	B0A55_12899-T1	123	0.008672	0.150750	0.057525	348.206551	110.793449	3.611713	0.128900	566
B0A55_02563-T1	B0A55_09155-T1	4338	0.011971	0.202804	0.059025	1894.724370	529.275630	2.821946	0.160916	1346
B0A55_02564-T1	B0A55_09154-T1	1907	0.009266	0.135011	0.068630	652.096545	223.903455	4.826089	0.124218	301
B0A55_02565-T1	B0A55_09153-T1	1627	0.037085	0.226612	0.163649	589.742661	181.257339	2.614757	0.244925	258
B0A55_11881-T1	B0A55_13040-T1	3016	0.014266	0.121317	0.117593	1063.348575	307.651425	9.218042	0.114864	457
B0A55_06642-T1	B0A55_11879-T1	902	0.052483	0.221162	0.237305	346.059135	118.940865	3.985283	0.286887	156
B0A55_10011-T1	B0A55_13002-T1	-4	0.944298	3.464955	0.272528	414.511999	101.488001	2.133137	4.320198	235
B0A55_06656-T1	B0A55_10015-T1	1465	0.000000	0.032346	0.000010	543.737997	158.262003	3.288367	0.021877	270
B0A55_10974-T1	B0A55_13200-T1	1187	0.007599	0.044933	0.169124	662.151240	207.848760	1.087492	0.049555	620
B0A55_04766-T1	B0A55_13143-T1	548	0.000000	0.000000	99.000000	176.845063	90.154937	4.600000	0.000000	90
B0A55_09461-T1	B0A55_11810-T1	705	0.006567	0.094189	0.069716	305.982801	57.017199	2.339628	0.060989	123
B0A55_05074-T1	B0A55_12162-T1	3868	0.040322	0.221801	0.181794	1505.557067	396.442933	3.073553	0.234446	647
B0A55_01819-T1	B0A55_01823-T1	1761	0.060712	0.059592	1.018789	1461.806624	758.193376	4.921280	0.180989	2117
B0A55_06994-T1	B0A55_11146-T1	1223	0.008716	0.185238	0.047052	461.690841	99.309159	2.347644	0.119893	187
B0A55_06993-T1	B0A55_11147-T1	2138	0.003815	0.184097	0.020725	788.544807	168.455193	4.235319	0.106648	319
B0A55_06990-T1	B0A55_07531-T1	993	0.004693	0.100494	0.046701	427.529835	85.470165	2.261867	0.061963	237
B0A55_06989-T1	B0A55_07530-T1	855	0.000000	0.092697	0.000010	341.658715	57.341285	4.600000	0.039965	139
B0A55_06985-T1	B0A55_07527-T1	3791	0.018793	0.134216	0.140019	1320.274019	416.725981	2.273852	0.139452	595
B0A55_06984-T1	B0A55_07526-T1	4503	0.023346	0.181861	0.128375	1509.957070	581.042930	4.598851	0.202183	697
B0A55_07521-T1	B0A55_12526-T1	1455	0.021688	0.069887	0.310322	514.714502	166.285498	2.466168	0.100371	228
B0A55_08231-T1	B0A55_09270-T1	1763	0.019279	0.130970	0.147202	683.128448	159.871552	1.001631	0.121383	281
B0A55_05906-T1	B0A55_08239-T1	2978	0.022935	0.120224	0.190771	1240.076952	487.923048	2.784216	0.151218	862
B0A55_05910-T1	B0A55_05911-T1	1893	0.042792	0.142607	0.300072	717.530144	188.469856	1.289857	0.190668	318
B0A55_05917-T1	B0A55_11943-T1	-5	1.049305	2.635433	0.398153	491.678032	156.321968	1.272795	4.295817	273
B0A55_05920-T1	B0A55_10850-T1	858	0.274725	0.957506	0.286918	772.005367	298.994633	3.327732	1.396018	557
B0A55_05925-T1	B0A55_07841-T1	5504	0.024707	0.093626	0.263893	1894.731063	679.268937	4.229714	0.128684	892
B0A55_03824-T1	B0A55_06092-T1	-990	0.013199	0.277610	0.047545	305.846037	63.153963	1.951524	0.175358	990
B0A55_03823-T1	B0A55_06093-T1	1298	0.013307	0.318929	0.041725	530.789852	75.210148	1.191208	0.153714	202
B0A55_03821-T1	B0A55_13813-T1	1183	0.431650	4.087139	0.105612	787.353787	232.646213	1.002496	3.796231	351
B0A55_04078-T1	B0A55_09509-T1	513	0.127553	0.560128	0.227721	267.356225	71.643775	1.191787	0.656918	140
B0A55_02617-T1	B0A55_11125-T1	5774	0.021652	0.164521	0.131607	2087.702135	651.297865	5.270213	0.166873	927
B0A55_02616-T1	B0A55_11124-T1	1832	0.013307	0.118837	0.111978	682.701133	184.298867	2.891705	0.107219	299
B0A55_02615-T1	B0A55_12489-T1	7560	0.016652	0.125918	0.132242	2644.182043	862.817957	4.208484	0.130602	1198
B0A55_07225-T1	B0A55_10119-T1	2646	0.000000	0.000000	99.000000	860.584042	348.415958	4.600000	0.000000	423
B0A55_07217-T1	B0A55_10772-T1	744	0.006242	0.085863	0.072698	643.539308	148.460692	1.228671	0.063501	762
B0A55_07214-T1	B0A55_09404-T1	2192	0.013103	0.175858	0.074509	770.922438	213.077562	4.058604	0.145039	328
B0A55_06292-T1	B0A55_13418-T1	5382	0.018204	0.133279	0.136586	1891.810800	571.189200	3.951287	0.134673	823
B0A55_06288-T1	B0A55_11535-T1	714	0.023331	0.049565	0.470719	435.875624	125.124376	4.916916	0.087547	403
B0A55_10969-T1	B0A55_11532-T1	1110	0.013538	0.174805	0.077446	547.332195	127.667805	7.774496	0.132119	361
B0A55_10968-T1	B0A55_11531-T1	740	0.011762	0.039442	0.298213	342.896027	104.103973	4.212780	0.054626	201
B0A55_06407-T1	B0A55_06408-T1	-319	0.707339	99.000000	0.007145	54.254556	11.745444	7.941694	54.598877	190
B0A55_09348-T1	B0A55_12472-T1	670	0.010955	0.136895	0.080022	275.872534	57.127466	3.439864	0.097681	112
B0A55_10306-T1	B0A55_13156-T1	2155	0.031935	0.202917	0.157382	737.227751	249.772249	4.866360	0.225613	332
B0A55_02228-T1	B0A55_07141-T1	1897	0.014974	0.073182	0.204609	742.153741	217.846259	4.043187	0.084547	410
B0A55_02227-T1	B0A55_07142-T1	2987	0.055660	0.147511	0.377329	1175.429970	351.570030	1.811956	0.230422	528
B0A55_02619-T1	B0A55_11127-T1	1079	0.007357	0.110488	0.066583	409.805555	88.194445	2.193594	0.076863	167
B0A55_02618-T1	B0A55_11126-T1	2702	0.040156	0.115179	0.348635	985.400041	337.599959	2.533765	0.177900	449
B0A55_11546-T1	B0A55_12884-T1	222	0.000000	0.054826	0.000010	154.171679	37.828321	4.600000	0.032406	172
B0A55_11923-T1	B0A55_13191-T1	459	0.011057	0.064247	0.172109	182.276815	48.723185	4.600000	0.066829	78
B0A55_05574-T1	B0A55_13789-T1	901	0.062596	0.190379	0.328798	366.835788	92.164212	5.231466	0.264762	154
B0A55_05585-T1	B0A55_07655-T1	760	0.011274	0.059028	0.190993	268.111690	106.888310	9.096484	0.074657	126
B0A55_05586-T1	B0A55_07654-T1	858	0.013874	0.069916	0.198436	1091.698088	378.301912	5.114052	0.084888	1601
B0A55_04546-T1	B0A55_11038-T1	501	0.027382	0.190693	0.143594	223.694005	43.305995	4.708098	0.161611	106
B0A55_05991-T1	B0A55_10918-T1	836	0.000000	0.087156	0.000010	332.318780	111.681220	13.788735	0.065768	191
B0A55_05595-T1	B0A55_06003-T1	-126	1.034118	3.800826	0.272077	516.180604	158.819396	1.350269	5.055273	313
B0A55_08017-T1	B0A55_10798-T1	2026	0.066390	0.220636	0.300901	846.242426	233.757574	1.071098	0.299325	402
B0A55_11171-T1	B0A55_13674-T1	593	0.009226	0.073335	0.125802	218.123455	57.876545	9.761274	0.068007	93
B0A55_08305-T1	B0A55_09660-T1	2596	0.042979	0.179837	0.238989	1061.749823	234.250177	2.877841	0.203147	437
B0A55_08307-T1	B0A55_09662-T1	5484	0.020525	0.172110	0.119256	2173.685110	469.314890	2.908165	0.142326	914
B0A55_04003-T1	B0A55_04004-T1	-1546	0.494444	2.652046	0.186439	103.668550	34.331450	0.238056	3.093629	860
B0A55_04005-T1	B0A55_11223-T1	364	0.007353	0.000000	99.000000	136.668990	34.331010	4.600000	0.017630	58
B0A55_04006-T1	B0A55_11222-T1	3883	0.039691	0.166327	0.238633	1441.700563	490.299437	4.168893	0.215486	647
B0A55_09495-T1	B0A55_09675-T1	1210	0.108895	0.334727	0.325324	763.315544	187.684456	2.292989	0.460391	530
B0A55_09494-T1	B0A55_13592-T1	1108	0.010792	0.178536	0.060449	467.501584	45.498416	10.765746	0.077009	175
B0A55_09499-T1	B0A55_09679-T1	1692	0.042440	0.135882	0.312331	610.912847	220.087153	4.842324	0.201564	277
B0A55_04971-T1	B0A55_07500-T1	1270	0.035382	0.045265	0.781650	550.941993	205.058007	3.254518	0.114187	382
B0A55_03931-T1	B0A55_12099-T1	2694	0.014677	0.128271	0.114422	963.550201	266.449799	3.798092	0.117854	411
B0A55_03938-T1	B0A55_03942-T1	-247	0.507466	99.000000	0.005126	5.620130	0.379870	2.754120	20.229583	123
B0A55_03939-T1	B0A55_03943-T1	2460	0.007671	0.147024	0.052172	918.699564	251.300436	4.777156	0.112806	415
B0A55_02434-T1	B0A55_12284-T1	1315	0.028105	0.148962	0.188674	924.776091	266.223909	2.749925	0.165361	935
B0A55_02441-T1	B0A55_11710-T1	766	0.057192	0.090050	0.635119	332.305168	117.694832	7.279625	0.197358	178
B0A55_02442-T1	B0A55_11709-T1	4205	0.033709	0.107952	0.312260	1502.412635	528.587365	2.810677	0.159095	677
B0A55_02445-T1	B0A55_13145-T1	2356	0.008137	0.190570	0.042699	865.232165	199.767835	2.578607	0.127072	355
B0A55_02446-T1	B0A55_13144-T1	1687	0.001673	0.273241	0.006122	598.458222	160.541778	2.552447	0.177343	254
B0A55_07264-T1	B0A55_07265-T1	1210	0.024428	0.265826	0.091895	541.120525	88.879475	0.785571	0.175453	258
B0A55_12840-T1	B0A55_12842-T1	19	1.065643	2.863981	0.372085	155.457695	45.542305	1.287425	4.419325	81
B0A55_04490-T1	B0A55_12841-T1	2720	0.017373	0.066337	0.261886	1106.539012	333.460988	1.949729	0.086134	670
B0A55_06957-T1	B0A55_07189-T1	2730	0.003032	0.165722	0.018296	991.420934	247.579066	2.077222	0.106623	413
B0A55_11248-T1	B0A55_11770-T1	2003	0.025456	0.160165	0.158936	819.128302	233.871698	1.771097	0.166125	442
B0A55_08398-T1	B0A55_13378-T1	5275	0.025726	0.110620	0.232563	1839.646721	515.353279	1.929663	0.132912	786
B0A55_08400-T1	B0A55_12180-T1	2312	0.012518	0.236216	0.052993	886.919582	184.080418	3.682695	0.152899	357
B0A55_08401-T1	B0A55_12181-T1	1165	0.031334	0.161449	0.194081	880.240999	217.759001	2.937779	0.171417	886
B0A55_06168-T1	B0A55_11755-T1	952	0.008993	0.039421	0.228128	335.592409	78.407591	5.277771	0.044268	138
B0A55_06170-T1	B0A55_11753-T1	5178	0.017140	0.162967	0.105178	1831.361933	523.638067	3.243743	0.148696	785
B0A55_06171-T1	B0A55_13114-T1	1302	0.013862	0.344308	0.040262	546.283984	83.716016	0.894192	0.173319	211
B0A55_06181-T1	B0A55_12551-T1	3449	0.008884	0.148908	0.059658	1246.896086	307.103914	3.501540	0.109666	520
B0A55_06182-T1	B0A55_12552-T1	2414	0.016594	0.248831	0.066687	1087.346409	211.653591	3.336022	0.163301	585
B0A55_07985-T1	B0A55_09448-T1	2699	0.001734	0.000000	99.000000	1154.951900	444.048100	4.600000	0.003757	953
B0A55_07980-T1	B0A55_09443-T1	2898	0.000000	0.000000	99.000000	977.680581	270.319419	4.600000	0.000000	416
B0A55_12812-T1	B0A55_13176-T1	1342	0.190473	0.239178	0.796363	746.457497	213.542503	0.946359	0.603921	417
B0A55_00693-T1	B0A55_04548-T1	4422	0.000000	0.000000	99.000000	1422.739663	557.260337	4.600000	0.000000	660
B0A55_00692-T1	B0A55_04549-T1	1153	0.000000	0.000000	99.000000	559.250924	142.749076	4.600000	0.000000	455
B0A55_00690-T1	B0A55_04550-T1	2391	0.000000	0.000000	99.000000	833.185092	258.814908	4.600000	0.000000	364
B0A55_00688-T1	B0A55_04552-T1	3910	0.000000	0.000000	99.000000	1478.587844	375.412156	4.600000	0.000000	618
B0A55_00689-T1	B0A55_04551-T1	10036	0.000000	0.000000	99.000000	3374.208922	1299.791078	4.600000	0.000000	1558
B0A55_00687-T1	B0A55_04553-T1	2253	0.000000	0.000000	99.000000	816.793413	242.206587	4.600000	0.000000	353
B0A55_00686-T1	B0A55_04554-T1	1711	0.000000	0.000000	99.000000	641.960452	180.039548	4.600000	0.000000	284
B0A55_03259-T1	B0A55_04559-T1	1296	0.000000	0.000000	99.000000	464.852129	111.147871	4.600000	0.000000	192
B0A55_03251-T1	B0A55_04566-T1	5480	0.000000	0.000000	99.000000	1858.082785	643.917215	4.600000	0.000000	834
B0A55_03250-T1	B0A55_04567-T1	3561	0.000000	0.000000	99.000000	1029.660534	461.339466	4.600000	0.000000	497
B0A55_08270-T1	B0A55_08442-T1	5354	0.000000	0.000000	99.000000	1852.177959	616.822041	4.600000	0.000000	823
B0A55_08275-T1	B0A55_08446-T1	2144	0.000000	0.000000	99.000000	685.036225	286.963775	4.600000	0.000000	324
B0A55_08276-T1	B0A55_08447-T1	1077	0.002676	0.000000	99.000000	374.406740	81.593260	4.600000	0.006591	152
B0A55_08278-T1	B0A55_08449-T1	1324	0.000000	0.000000	99.000000	437.374378	171.625622	4.600000	0.000000	203
B0A55_09064-T1	B0A55_12340-T1	2741	0.005279	0.130208	0.040545	951.274280	290.725720	3.320058	0.103567	421
B0A55_10167-T1	B0A55_12539-T1	1084	0.012386	0.140599	0.088092	407.337430	126.662570	2.463803	0.128392	189
B0A55_04922-T1	B0A55_13306-T1	722	0.003544	0.058658	0.060419	282.829777	53.170223	4.600000	0.036797	122
B0A55_12316-T1	B0A55_12324-T1	2316	0.016954	0.264341	0.064136	865.569933	271.430067	3.092260	0.228033	389
B0A55_09316-T1	B0A55_13739-T1	393	0.033789	0.118455	0.285247	1567.738643	397.261357	4.008710	0.152717	2473
B0A55_08260-T1	B0A55_09319-T1	-125	0.439477	1.601128	0.274480	45.544331	8.455669	1.922963	1.864127	89
B0A55_07041-T1	B0A55_12271-T1	3683	0.005904	0.141753	0.041650	1360.410397	352.589603	4.246637	0.101598	571
B0A55_07038-T1	B0A55_12094-T1	447	0.006324	0.227815	0.027758	158.890064	42.109936	2.813337	0.158180	67
B0A55_07037-T1	B0A55_12093-T1	1073	0.018245	0.173729	0.105021	443.995485	114.004515	3.941227	0.150035	186
B0A55_05957-T1	B0A55_07034-T1	1628	0.016314	0.071290	0.228845	744.724268	281.275732	5.739608	0.094157	604
B0A55_07956-T1	B0A55_08690-T1	1396	0.000000	0.318380	0.000010	514.443107	103.556893	4.617984	0.160051	206
B0A55_07953-T1	B0A55_08692-T1	6070	0.040585	0.261773	0.155039	2384.483060	663.516940	2.045755	0.266206	1080
B0A55_05094-T1	B0A55_05096-T1	1305	0.048678	0.286919	0.169659	710.876755	135.123245	1.586550	0.260191	467
B0A55_05101-T1	B0A55_10434-T1	2978	0.015729	0.099144	0.158645	1093.503205	358.496795	4.876412	0.108972	522
B0A55_05102-T1	B0A55_10435-T1	3025	0.048608	0.210440	0.230981	1215.459525	350.540475	1.863230	0.254499	525
B0A55_11396-T1	B0A55_13290-T1	3853	0.002165	0.012714	0.170273	1388.097589	396.902411	3.291007	0.013531	646
B0A55_01168-T1	B0A55_13706-T1	319	0.008809	0.000000	99.000000	114.188029	41.811971	4.600000	0.019344	53
B0A55_04333-T1	B0A55_08758-T1	1260	0.032352	0.097106	0.333166	475.692511	121.307489	8.930269	0.136529	199
B0A55_02407-T1	B0A55_12988-T1	3417	0.026302	0.153856	0.170949	1150.917191	415.082809	5.089091	0.180333	523
B0A55_02405-T1	B0A55_12817-T1	1196	0.018106	0.294199	0.061544	448.265264	163.734736	5.674711	0.275916	206
B0A55_08003-T1	B0A55_10069-T1	3467	0.071226	0.103278	0.689652	1511.123378	636.876622	3.629085	0.242188	1062
B0A55_04330-T1	B0A55_08761-T1	-44	0.020253	0.051144	0.396004	300.422588	122.577412	3.373437	0.087615	608
B0A55_08763-T1	B0A55_13056-T1	757	0.080006	0.231446	0.345679	720.232857	236.767143	2.793930	0.352420	817
B0A55_08511-T1	B0A55_09379-T1	1296	0.007911	0.027062	0.292343	826.115107	169.884893	0.685353	0.033534	820
B0A55_03337-T1	B0A55_03493-T1	-609	0.164286	99.000000	0.001659	27.228302	5.771698	0.036478	52.351941	323
B0A55_03509-T1	B0A55_11495-T1	1859	0.017698	0.106704	0.165861	628.904212	247.095788	7.462850	0.128412	320
B0A55_03508-T1	B0A55_11494-T1	2435	0.017515	0.114788	0.152583	866.541091	267.458909	2.099152	0.121371	379
B0A55_03507-T1	B0A55_11760-T1	2047	0.009868	0.162686	0.060655	714.383360	203.616640	6.271094	0.131290	307
B0A55_03505-T1	B0A55_11762-T1	3948	0.020430	0.138471	0.147537	1364.812192	462.187808	2.347188	0.150873	611
B0A55_06814-T1	B0A55_12460-T1	3581	0.012302	0.315061	0.039048	1270.322056	376.677944	2.697195	0.244635	552
B0A55_06810-T1	B0A55_06812-T1	2488	0.007792	0.188494	0.041336	903.146258	176.853742	1.885823	0.112147	360
B0A55_09577-T1	B0A55_10732-T1	1363	0.010726	0.149266	0.071856	470.351483	135.648517	7.547700	0.125211	208
B0A55_09576-T1	B0A55_10733-T1	4525	0.013128	0.122198	0.107429	1613.879385	543.120615	3.676021	0.121773	814
B0A55_06009-T1	B0A55_11463-T1	-469	0.346967	2.015192	0.172176	63.313589	14.686411	2.904751	1.983219	270
B0A55_08360-T1	B0A55_13310-T1	5117	0.025872	0.176994	0.146173	1829.073767	573.926233	2.208990	0.185896	820
B0A55_07495-T1	B0A55_07497-T1	401	0.010928	0.102489	0.106626	184.353290	31.646710	4.600000	0.073028	81
B0A55_07468-T1	B0A55_11489-T1	-39	0.839010	3.600879	0.233002	117.690325	29.309675	0.804895	4.169061	68
B0A55_09424-T1	B0A55_09426-T1	3495	0.011985	0.045895	0.261141	1345.751678	406.248322	2.569025	0.059544	676
B0A55_12822-T1	B0A55_12823-T1	1903	0.001394	0.233523	0.005969	718.245192	154.754808	7.504221	0.127629	291
B0A55_05240-T1	B0A55_12441-T1	2865	0.008865	0.142799	0.062083	1021.217531	250.782469	2.240491	0.105814	441
B0A55_05239-T1	B0A55_12440-T1	4	0.060066	0.191810	0.313154	173.514721	42.485279	0.936224	0.257937	269
B0A55_05379-T1	B0A55_05390-T1	-238	0.000000	0.132258	0.000010	422.587118	84.412882	8.414788	0.066061	827
B0A55_05380-T1	B0A55_05389-T1	1519	0.011679	0.204825	0.057019	517.763471	166.236529	1.503868	0.175861	228
B0A55_05383-T1	B0A55_05386-T1	1945	0.006849	0.092436	0.074090	733.520048	172.479952	0.556995	0.069427	302
B0A55_05617-T1	B0A55_12569-T1	93	0.002848	0.021366	0.133278	1055.529886	237.470114	2.899712	0.018746	1777
B0A55_01570-T1	B0A55_11674-T1	995	0.016666	0.109379	0.152369	759.323826	134.676174	7.145459	0.091898	738
B0A55_01575-T1	B0A55_01577-T1	4249	0.023666	0.138261	0.171172	1525.058033	508.941967	4.278956	0.157020	681
B0A55_01576-T1	B0A55_01583-T1	-2084	0.000000	0.000000	99.000000	20.832536	0.167464	4.600000	0.000000	1064
B0A55_01584-T1	B0A55_01587-T1	3002	0.005443	0.193214	0.028169	1106.414099	240.585901	1.511803	0.116941	467
B0A55_02026-T1	B0A55_09648-T1	3264	0.011311	0.196539	0.057552	1158.159686	299.840314	2.612160	0.148211	486
B0A55_02039-T1	B0A55_12084-T1	1494	0.007877	0.082474	0.095504	511.031264	142.968736	6.111248	0.072553	220
B0A55_02040-T1	B0A55_12083-T1	904	0.029611	0.345815	0.085627	379.091652	91.908348	3.730113	0.273940	162
B0A55_02041-T1	B0A55_12082-T1	2139	0.011983	0.100371	0.119391	841.404552	193.595448	3.549197	0.085548	347
B0A55_04098-T1	B0A55_04101-T1	2458	0.023658	0.235066	0.100643	1160.548096	315.451904	3.329359	0.206521	819
B0A55_08424-T1	B0A55_13098-T1	983	0.015682	0.022042	0.711477	386.611811	138.388189	2.005996	0.052076	235
B0A55_08422-T1	B0A55_12693-T1	2979	0.003839	0.142061	0.027022	1044.779299	332.220701	4.022045	0.111560	460
B0A55_08419-T1	B0A55_12691-T1	980	0.002763	0.104210	0.026511	362.714451	84.285549	17.461763	0.065675	150
B0A55_08416-T1	B0A55_11648-T1	379	0.012257	0.000000	99.000000	164.550672	21.449328	4.600000	0.032532	63
B0A55_00239-T1	B0A55_00245-T1	5087	0.024934	0.218539	0.114095	1794.764884	590.235116	2.215151	0.218541	797
B0A55_05059-T1	B0A55_10703-T1	3058	0.002121	0.120600	0.017591	1416.132961	302.867039	2.431418	0.068988	936
B0A55_09385-T1	B0A55_10901-T1	2084	0.009482	0.119535	0.079325	743.231999	264.768001	3.036029	0.115168	372
B0A55_06834-T1	B0A55_13370-T1	2480	0.006275	0.215654	0.029097	960.206178	209.793822	4.659883	0.131456	414
B0A55_10489-T1	B0A55_13283-T1	1774	0.015149	0.055675	0.272105	601.129870	283.870130	2.314211	0.084444	362
B0A55_07358-T1	B0A55_10490-T1	2128	0.022204	0.126410	0.175650	1098.528141	350.471859	3.088071	0.142225	945
B0A55_05376-T1	B0A55_07364-T1	6671	0.018499	0.123877	0.149330	2363.475147	738.524853	2.397546	0.130761	1066
B0A55_05374-T1	B0A55_07366-T1	557	0.005037	0.062949	0.080016	199.301348	49.698652	4.600000	0.049788	84
B0A55_12178-T1	B0A55_13249-T1	1666	0.024189	0.144255	0.167680	840.479008	215.520992	3.394081	0.146080	658
B0A55_12177-T1	B0A55_13248-T1	1230	0.019486	0.277019	0.070342	519.939516	41.060484	1.970787	0.115006	188
B0A55_05752-T1	B0A55_07282-T1	2529	0.016619	0.185729	0.089477	1034.855660	309.144340	2.968542	0.166551	606
B0A55_05751-T1	B0A55_07281-T1	2120	0.002437	0.172142	0.014160	821.893992	162.106008	3.775101	0.091185	328
B0A55_08911-T1	B0A55_12123-T1	7198	0.000000	0.000000	99.000000	2433.981370	833.018630	4.600000	0.000000	1138
B0A55_11384-T1	B0A55_12120-T1	2415	0.018869	0.139997	0.134784	886.129169	217.870831	3.981439	0.128320	368
B0A55_12510-T1	B0A55_13318-T1	434	0.002939	0.160269	0.018337	340.935122	64.064878	7.953940	0.083478	358
B0A55_10388-T1	B0A55_13616-T1	749	0.003759	0.077202	0.048685	266.807393	69.192607	2.654022	0.056649	112
B0A55_10384-T1	B0A55_11282-T1	378	0.341308	0.588337	0.580122	747.242113	224.757887	1.188859	1.195286	716
B0A55_04123-T1	B0A55_12742-T1	2403	0.015879	0.104124	0.152502	859.674441	265.325559	3.173383	0.110074	379
B0A55_02822-T1	B0A55_10322-T1	3511	0.020162	0.230263	0.087562	1208.293630	417.706370	6.217587	0.222407	542
B0A55_02813-T1	B0A55_12221-T1	625	0.003997	0.359418	0.011120	250.879656	37.120344	8.287510	0.149421	97
B0A55_02811-T1	B0A55_12223-T1	3679	0.024452	0.198758	0.123025	1289.164332	441.835668	2.301258	0.206830	581
B0A55_02808-T1	B0A55_09431-T1	3376	0.023602	0.135810	0.173790	1142.742236	453.257764	7.176532	0.166406	565
B0A55_02806-T1	B0A55_09433-T1	1326	0.014991	0.391779	0.038264	471.694495	158.305505	2.688036	0.329009	210
B0A55_03398-T1	B0A55_08643-T1	2188	0.045364	0.087187	0.520306	771.296002	344.703998	1.577547	0.174845	474
B0A55_03399-T1	B0A55_08642-T1	736	0.011320	0.058410	0.193803	267.503299	107.496701	0.793653	0.074456	157
B0A55_03400-T1	B0A55_08641-T1	1142	0.015118	0.168061	0.089955	534.721125	149.278875	4.024575	0.145490	452
B0A55_02659-T1	B0A55_10039-T1	8067	0.024967	0.139434	0.179057	2907.302846	926.697154	3.776971	0.157902	1278
B0A55_11429-T1	B0A55_11528-T1	1118	0.062437	0.310257	0.201241	441.364015	146.635985	6.410871	0.372715	207
B0A55_09852-T1	B0A55_11235-T1	968	0.177871	3.694985	0.048138	525.083820	137.916180	1.616451	2.728485	259
B0A55_05011-T1	B0A55_05014-T1	2496	0.017765	0.138456	0.128305	855.736397	305.263603	4.377738	0.148494	387
B0A55_05010-T1	B0A55_05013-T1	1244	0.013826	0.214854	0.064352	511.335508	88.664492	3.014495	0.130599	202
B0A55_05008-T1	B0A55_09300-T1	1500	0.007210	0.072853	0.098971	557.962903	144.037097	5.570765	0.062037	235
B0A55_06157-T1	B0A55_10650-T1	1072	0.030969	0.117664	0.263198	478.897525	136.102475	5.813939	0.150465	300
B0A55_06156-T1	B0A55_10649-T1	3218	0.031117	0.209452	0.148564	1165.389677	355.610323	2.177580	0.218435	507
B0A55_06153-T1	B0A55_10646-T1	668	0.012569	0.078992	0.159117	240.972582	80.027418	4.071701	0.087386	107
B0A55_08060-T1	B0A55_10509-T1	812	0.003744	0.238664	0.015686	267.778756	98.221244	10.323563	0.200364	122
B0A55_08059-T1	B0A55_10508-T1	2061	0.017269	0.176344	0.097930	704.502481	300.497519	7.956345	0.194500	335
B0A55_08051-T1	B0A55_10554-T1	526	0.019221	0.025055	0.767170	211.316353	40.683647	6.237025	0.060489	85
B0A55_08197-T1	B0A55_10548-T1	2442	0.013331	0.142029	0.093863	920.857281	165.142719	1.945499	0.098705	365
B0A55_04658-T1	B0A55_08192-T1	3808	0.011823	0.067311	0.175650	1364.353769	408.646231	5.597436	0.073836	600
B0A55_10909-T1	B0A55_10910-T1	2306	0.044480	0.099776	0.445802	796.197929	307.802071	2.517602	0.179691	368
B0A55_00466-T1	B0A55_13375-T1	1327	0.006143	0.100265	0.061267	490.673607	118.326393	2.432768	0.073292	205
